DF_Market,Location,TMO,Brand Family,CR_BrandId,SKU,Item per Bundle,$theyearbefore Volume,$previous_year Volume,$current_year Volume,$theyearbefore Month,$previous_year Month,$current_year Month,$theyearbefore Revenue,$previous_year Revenue,$current_year Revenue
Morocco,Rabat,JTI,WINSTON,56993,WINSTON - (RED) KS BOX,400,0,5200,0,0,1,0,0,760.5,0
Morocco,Essaouira,BAT,BENSON & HEDGES,42858,BENSON & HEDGES - SILVER KS BOX,200,8,0,0,1,0,0,1.16,0,0
Turkey,Eskisehir Airport,PMI,MARLBORO,95449,MARLBORO - FLAVOR MIX (FWD) KS BOX - TURKEY DF,200,0,0,9000,0,0,3,0,0,1170
Tunisia,Enfidha,BAT,LUCKY STRIKE,45366,LUCKY STRIKE - RED KS BOX,200,0,0,600,0,0,1,0,0,99.66
Nigeria,Lagos,BAT,VOGUE,51102,VOGUE - MENTHE MENTHOL 100's BOX SUPERSLIMS,200,0,0,2800,0,0,1,0,0,441.98
Mexico,Ixtapa Zihuatanejo,PMI,MARLBORO,144768,MARLBORO - DOUBLE FUSION MENTHOL KS BOX 600 C TRU SPECIAL OUTER WHITE - GENERIC DF-ENG TXT,600,0,0,3600,0,0,2,0,0,678
Great Britain,Norwich,JTI,SILK CUT,45375,SILK CUT - PURPLE KS BOX,600,1200,1200,600,2,2,1,270,285,164
Dominican Republic,Santo Domingo Las Americas,BAT,VOGUE,45104,VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,7200,42200,64000,1,10,8,1404,7697.27,15653.25
South Korea,Daegu,JTI,CASTER,46135,CASTER - SUPER MILD KS BOX,200,400,9600,0,2,3,0,60,1440,0
Oman,Salalah,PMI,L&M,95277,L&M - RED LABEL KS RCB 600 - GCC DF,600,19800,0,0,3,0,0,2202.75,0,0
Great Britain,Cardiff,IMPERIAL BRANDS,JOHN PLAYER SPECIAL,51575,JOHN PLAYER SPECIAL - BLUE KS BOX,200,0,0,16800,0,0,8,0,0,4922
Mexico,Cancun,BAT,LUCKY STRIKE,127567,LUCKY STRIKE - AMBER KS BOX C,200,0,43400,46000,0,8,12,0,9352.15,9696.7
China,Urumchi Diwobao,BAT,DUNHILL,54825,DUNHILL - GOLD KS BOX,200,0,499,1063,0,8,12,0,286.925,611.225
China,Shanghai Hongqiao,NANYANG BROTHERS,DOUBLE HAPPINESS,47113,DOUBLE HAPPINESS - KS SOFT,200,0,7638,10692,0,10,12,0,6415.92,8981.28
Morocco,Al Hoceima,IMPERIAL BRANDS,DAVIDOFF,54262,DAVIDOFF - RICH BLUE 90's OCTAGONAL PACK,200,0,151,218,0,11,12,0,24.2919,34.88
China,Chengdu Tianfu,JTI,MILD SEVEN,44119,MILD SEVEN - LIGHTS KS BOX,200,0,7590,16006,0,10,12,0,5357.25,11604.35
Argentina,Cordoba,PMI,MARLBORO,114723,MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER WHITE - ARGENTINA DF,600,8400,0,0,2,0,0,770,0,0
Sweden,Vaxjo,BAT,UNDEFINED,0,UNDEFINED,0,23352,23248,3546,5,5,2,0,0,0
Morocco,Nador,JTI,WINSTON,53483,WINSTON - BLUE KS RCB,200,0,7000,16400,0,7,12,0,1120,2877.99
Russia,Moscow - Domodedovo,JTI,WINSTON,54248,WINSTON - LIGHTS MENTHOL 100's BOX SUPERSLIMS,200,0,0,21800,0,0,5,0,0,2380.72
Poland,Elblag,PMI,MARLBORO,123056,MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM POLAND,200,0,0,17400,0,0,6,0,0,14326
China,Jinan Xiaoqiang,BAT,KENT,43815,KENT - KS BOX,200,0,170,324,0,11,12,0,102,194.4
Japan,Ibaraki,BAT,UNDEFINED,0,UNDEFINED,0,0,0,16515,0,0,10,0,0,0
Greece,Skiathos,PMI,MARLBORO,125450,MARLBORO - RED 3.5 KS BOX - ENGLISH GHW TPD2 DF - IDM GREECE,200,0,0,30600,0,0,7,0,0,6562
Bulgaria,Sofia,PMI,MARLBORO,125437,MARLBORO - RED 3.5 KS BOX - ENGLISH GHW TPD2 DF - IDM BULGARIA,200,0,0,1806400,0,0,9,0,0,239881
China,Fuzhou Changle,PMI,PARLIAMENT,122803,PARLIAMENT - NIGHT BLUE KS RCB 200 JUMBO RC WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,0,0,7200,0,0,3,0,0,4805
China,Jieyang Chaoshan,CHINA NATIONAL,ZHONG NAN HAI,56694,ZHONG NAN HAI - FIVE KS BOX,200,0,165,0,0,1,0,0,66,0
Turkey,Antalya Gazipasa Airport,IMPERIAL BRANDS,DAVIDOFF,43247,DAVIDOFF - CLASSIC 90's OCTAGONAL PACK,400,800,400,0,1,1,0,160,81,0
Russia,Astrakhan,IMPERIAL BRANDS,WEST,45141,WEST - KS BOX,200,15200,0,0,5,0,0,608,0,0
India,Jaipur,ITC Ltd.,UNDEFINED,0,UNDEFINED,0,0,12428,0,0,1,0,0,0,0
South Korea,Daegu,BAT,DUNHILL,54459,DUNHILL - FINE CUT (LIGHT BLUE) 90's BOX,200,800,0,0,2,0,0,116,0,0
Brazil,Brasilia,BAT,LUCKY STRIKE,58518,LUCKY STRIKE - CLICK & ROLL MENTHOL KS BOX C,200,800,0,0,2,0,0,108,0,0
Russia,Min Vody,JTI,MEVIUS,89727,MEVIUS - WIND BLUE KS RCB,200,0,400,0,0,1,0,0,52.8,0
Poland,Lodz,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,4800,6600,9400,5,9,7,0,5115,7780
Ecuador,Quito,PMI,MARLBORO,104519,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU TRANSPARENT BUNDLE WHITE - LA&CANADA DF-ENG TXT,200,0,25200,0,0,3,0,0,4410,0
Turkey,Trabzon Airport,PMI,MURATTI,92696,MURATTI - SUPER SLIMS (BLUE) 100's BOX SUPERSLIMS WHITE - TURKEY DF,200,200,17000,0,1,6,0,13.78,2210,0
Turkey,Gaziantep Airport,JTI,WINSTON,114497,WINSTON - EXPAND PURPLE MINT KS BOX C,200,0,0,400,0,0,1,0,0,44.02
Mexico,Acapulco,PMI,PARLIAMENT,99962,PARLIAMENT - AQUA BLUE KS RCB JUMBO RC WHITE - LA&CANADA DF-ENG TXT,200,200,0,0,1,0,0,33,0,0
Egypt,Hurgada,PMI,MARLBORO,125377,MARLBORO - WINTER SHUFFLE MENTHOL KS RCS (PROMO) C MUL WHITE - GENERIC DF-ENG TXT,200,0,200000,0,0,3,0,0,35000,0
China,Urumchi Diwobao,JTI,MILD SEVEN,44117,MILD SEVEN - KS BOX,200,0,317294,686816,0,8,12,0,224296.45,497941.6
Turkey,Kutahya Airport,KARELIA TOBACCO,KARELIA,49142,KARELIA - BLUE KS BOX,200,0,3600,200,0,4,1,0,477,26.5
France,Tarbes - Lourdes,JTI,CAMEL,88440,CAMEL - FILTER KS BOX,200,200,2400,2600,1,8,8,52,813.4,919
Albania,Tirana,BAT,VOGUE,50571,VOGUE - LILAS 100's BOX SLIMS,200,0,206800,63000,0,6,1,0,23106.17,5786.55
China,Sanya Fenghuang,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,0,5592,1970,0,6,2,0,3215.4,1132.75
Poland,Warsaw,PMI,MARLBORO,153168,MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - ENGLISH GHW TPD2 DF - IDM POLAND,600,0,0,85800,0,0,1,0,0,69139.05
Mexico,Los Cabos,BAT,LUCKY STRIKE,127567,LUCKY STRIKE - AMBER KS BOX C,200,0,2800,5400,0,3,9,0,602,1203
China,Changzhou Benniu,BAT,DUNHILL,53297,DUNHILL - (WHITE) KS BOX,200,0,4279,0,0,9,0,0,2460.425,0
Taiwan,Everrich Downtown Kinmen,PMI,MARLBORO,95655,MARLBORO - WHITE MENTHOL (2.0) MENTHOL KS BOX WHITE - TAIWAN DF,200,0,43916,157680,0,3,12,0,155901.8,559764
Jordan,Marka,IMPERIAL BRANDS,DAVIDOFF,88458,DAVIDOFF - GOLD KS BOX,400,0,0,1200,0,0,2,0,0,174
Paraguay,Asuncion Silvio Petterossi,PMI,MARLBORO,139305,MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,0,0,150000,0,0,6,0,0,18000
China,Shanghai Pudong,PMI,MARLBORO,124464,MARLBORO - DRY MENTHOL 8 (2.5) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 SUNRISE DF (RS),200,0,540000,3686432,0,1,12,0,529200,3772375.62
Japan,Chitose,PMI,MARLBORO,122726,MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS BOX C WRG WHITE - JAPAN DF,200,0,0,40600,0,0,3,0,0,887110
Switzerland,Geneva,PMI,MARLBORO,137264,MARLBORO - RED 3.5 KS BOX (PROMO) WHITE - ZONE 1 DF - IDM SWITZERLAND,200,102000,242000,0,2,4,0,28917,69500,0
Germany,Berlin Brandenburg,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,0,105800,155600,0,4,7,0,30100.1,46602.2
Turkey,Adana Airport,IMPERIAL BRANDS,DAVIDOFF,43246,DAVIDOFF - CLASSIC 100's OCTAGONAL PACK SUPERSLIMS,200,3200,0,0,1,0,0,474.24,0,0
Turkey,Izmir Airport,JTI,STERLING,44906,STERLING - SUPERKINGS 100's BOX,400,0,0,136800,0,0,12,0,0,22868.63
Greece,Heraklion Airport,PMI,MARLBORO,124701,MARLBORO - FINE TOUCH 3.5 KS RCT SLIMS WHITE - ENGLISH GHW TPD2 DF - IDM GREECE,200,0,0,88600,0,0,8,0,0,17271
Austria,Graz,OTHER LOCAL TMO IND.,UNDEFINED,0,UNDEFINED,0,0,116815,12154,0,7,1,0,0,0
Japan,Tokyo - Narita,JTI,SEVEN STARS,115066,SEVEN STARS - PRIME LEAF 12 KS BOX,200,0,0,506200,0,0,2,0,0,11389500
Central Africa,Bangui,PMI,MARLBORO,114698,MARLBORO - (GOLD 3.0) KS RCB - AFRICA DF-ENG TXT,200,50000,0,0,1,0,0,6250,0,0
Brazil,Viracopos,PMI,L&M,90249,L&M - RED LABEL KS RCB - LA&CANADA DF-ENG TXT,200,600,0,0,2,0,0,78,0,0
Mexico,Mazatlan,PMI,L&M,123640,L&M - RED LABEL (5.0 CWB) KS RCB 400 - GENERIC DF-ENG TXT,400,0,5200,1600,0,6,3,0,666.5,226.5
Ivory Coast,Abidjan,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,600,0,0,17400,0,0,5,0,0,1525259.03
Turkey,Gaziantep Airport,PMI,PARLIAMENT,137662,PARLIAMENT - PLATINUM BLUE KS RCS 600 WHITE - TURKEY DF,600,0,0,3000,0,0,3,0,0,367.5
Great Britain,Liverpool,PMI,MARLBORO,122748,MARLBORO - GOLD (2.0 ORIGINAL) KS RCB - UNITED KINGDOM DF - IDM UNITED KINGDOM,200,46400,0,0,4,0,0,13920,0,0
Tunisia,Tunis,IMPERIAL BRANDS,UNDEFINED,0,UNDEFINED,0,0,0,146194,0,0,1,0,0,0
Morocco,Marrakech,BAT,SILK CUT,51403,SILK CUT - (PURPLE) KS BOX,600,4427,0,0,1,0,0,646.342,0,0
South Korea,Busan - Kimhae,PMI,MARLBORO,147070,MARLBORO - RED 3.5 KS BOX (PROMO) - KOREA DF,200,0,0,110000,0,0,2,0,0,15400
Turkey,Dalaman Airport,PMI,PARLIAMENT,147827,PARLIAMENT - NIGHT BLUE KS RCS (PROMO) WHITE - TURKEY DF,200,0,0,1000,0,0,1,0,0,239.5
South Sudan,Juba,PMI,MARLBORO,100863,MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,0,9600,0,0,1,0,0,1200,0
Turkey,Denizli Cardak Airport,BAT,KENT,55423,KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,400,0,800,0,0,2,0,0,58.03,0
Brazil,Florianopolis,JTI,CAMEL,91604,CAMEL - ACTIVATE (BLUE) KS CURVE PACK C,200,800,0,0,1,0,0,101.92,0,0
Turkey,Kayseri Airport,PMI,MARLBORO,125178,MARLBORO - GOLD (3.5) KS  600 TRANSPARENT BUNDLE - TURKEY DF,600,0,0,10800,0,0,1,0,0,1801.98
Belarus,Minsk,PMI,MARLBORO,106133,MARLBORO - FINE TOUCH (2.0) KS RCT SLIMS WHITE - CES-EE-CA DF-ENG TXT,200,400,0,0,2,0,0,50,0,0
Brazil,Fortaleza,CHINA NATIONAL,DOUBLE HAPPINESS,85873,DOUBLE HAPPINESS - CLASSIC DELUXE LS BOX,200,2400,0,0,2,0,0,324,0,0
Brazil,Rio de Janeiro,PMI,L&M,106600,L&M - BLUE LABEL KS RCB 400 WHITE - LA&CANADA DF-ENG TXT,400,3200,0,0,1,0,0,384,0,0
Great Britain,Newcastle,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,20,20,0,0,1,0,0,4.16,0,0
Turkey,Samsun Airport,PMI,MARLBORO,55669,MARLBORO - (GOLD) KS BOX 400 - TURKEY DF,400,0,0,5600,0,0,1,0,0,700
Grenada,St. George's Point Saline,JTI,CAMEL,43009,CAMEL - RS SOFT NF,200,200,0,0,1,0,0,31,0,0
Turkey,Diyarbakir Airport,PMI,L&M,122610,L&M - BLUE LABEL (5.0 CWB) KS RCB - TURKEY DF,200,0,0,200,0,0,1,0,0,14.5
Morocco,Tangier,JTI,WINSTON,45184,WINSTON - KS SOFT,600,0,0,13042,0,0,2,0,0,2012.888316667
Turkey,Kutahya Airport,PMI,MARLBORO,100977,MARLBORO - TOUCH ONE KS RCS SLIMS WHITE - TURKEY DF,200,200,1200,0,1,3,0,38,238,0
Norway,Bergen,PMI,L&M,141153,L&M - BLUE LABEL (5.0 CWB) KS BOX 100 100 TRANSPARENT BUNDLE - NORWAY DF - IDM NORWAY,100,0,100,0,0,1,0,0,338.82,0
Denmark,Aalborg,PMI,L&M,124790,L&M - BLUE LABEL (NON TRAVEL) KS RCB - DENMARK DF - IDM DENMARK,200,8791,0,0,1,0,0,92085.725,0,0
Morocco,Rabat,PMI,MARLBORO,123438,MARLBORO - TOUCH 3.5 KS RCS SLIMS WHITE - GENERIC DF-ENG TXT,200,2200,100400,54800,1,12,12,396.44,16980.8,10138
France,Toulouse,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,600,0,8400,19200,0,8,12,0,2208.5,5493
Kyrgyzstan,Manas,BAT,DAVIDOFF,88459,DAVIDOFF - CLASSIC KS BOX,200,0,16400,12000,0,7,9,0,1441,1080
Turkey,Dalaman Airport,PMI,MARLBORO,125311,MARLBORO - BLOSSOM FUSION MENTHOL KS RCB 600 C CHI SPECIAL OUTER WHITE - TURKEY DF,600,0,112800,93000,0,9,9,0,22842,19297.5
Turkey,Kayseri Airport,KARELIA TOBACCO,KARELIA,93620,KARELIA - SLIMS MENTHOL MENTHOL 100's BOX SUPERSLIMS,200,800,4000,7000,1,8,10,98,490,1093.03
Greece,Zakynthos,IMPERIAL BRANDS,LAMBERT & BUTLER,43914,LAMBERT & BUTLER - LIGHTS KS BOX,400,0,0,766400,0,0,6,0,0,144849.6
Bosnia-Herzegovinia,Banja Luka,PMI,MARLBORO,139308,MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,0,0,584600,0,0,7,0,0,93536
Turkey,Istanbul Asia Airport,BAT,KENT,107236,KENT - SURROUND (SILVER) KS RCB,600,0,202800,195600,0,11,12,0,31878,32260.15
Malaysia,Penang,PMI,MARLBORO,99968,MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOS C WHITE - MALAYSIA DF,200,0,66400,123800,0,7,11,0,43936,79410
Turkey,Izmir Airport,POESCHL TABAK GMBH,PUEBLO,55812,PUEBLO - KS BOX,400,0,0,31200,0,0,11,0,0,4420.31
Nicaragua,Managua,PMI,MARLBORO,142119,MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,0,22800,170000,0,2,12,0,3534,25100
China,Changzhou Benniu,CHINA NATIONAL,HONGTASHAN,52193,HONGTASHAN - (WHITE) KS BOX,200,0,31618,0,0,9,0,0,10275.85,0
Morocco,Marrakech,JTI,STERLING,88594,STERLING - FRESH TASTE ON DEMAND KS BOX C,600,0,64579,255019,0,5,12,0,9363.955,38102.34215
China,Nanning Wuxu,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,0,5535,20478,0,11,11,0,3321,12286.8
China,Wuxi Shuofang,JTI,MILD SEVEN,44119,MILD SEVEN - LIGHTS KS BOX,200,0,686,1343,0,9,6,0,474.05,973.675
Burundi,Bujumbura,PMI,MARLBORO,139305,MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,0,0,21400,0,0,12,0,0,2675
Netherlands,Amsterdam - Schiphol,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,0,299600,316400,0,4,7,0,78648.2,93179.8
South Korea,Seoul,OTHER LOCAL TMO IND.,UNDEFINED,0,UNDEFINED,200,0,919200,767400,0,6,5,0,0,0
China,Hohhot Baita,IMPERIAL BRANDS,DAVIDOFF,43244,DAVIDOFF - KS BOX,200,0,520,6316,0,3,12,0,312,3789.6
Bahrain,Manama,BAT,KENT,59762,KENT - CONVERTIBLES KS RCB C,200,0,46800,43200,0,12,12,0,5028.66,4559.46
Tunisia,Enfidha,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,200,0,0,10600,0,0,1,0,0,1814.19
Egypt,Aswan,PMI,MARLBORO,138525,MARLBORO - TROPICAL SPLASH MENTHOL KS RCS C MUL WHITE - GENERIC DF-ENG TXT,200,0,8400,6600,0,3,11,0,1470,1155
Spain,Palma De Mallorca,BAT,BENSON & HEDGES,42846,BENSON & HEDGES - GOLD KS BOX,200,0,0,1170800,0,0,6,0,0,403614.48
Morocco,Agadir,PMI,MARLBORO,138965,MARLBORO - LUNA SHUFFLE MENTHOL KS RCS (PROMO) C MUL WHITE - GENERIC DF-ENG TXT,200,0,40800,0,0,5,0,0,7347,0
Turkey,Izmir Airport,BAT,LUCKY STRIKE,87552,LUCKY STRIKE - SWITCH KS BOX C,200,0,0,56400,0,0,12,0,0,10123.8
Iraq,Erbil International Airport,PMI,MARLBORO,142484,MARLBORO - SOL SHUFFLE MENTHOL KS RCS (PROMO) C MUL JUMBO RC WHITE - GENERIC DF-ENG TXT,200,0,0,166000,0,0,6,0,0,12450
Cape Verde,Espargos,BAT,PALL MALL,51685,PALL MALL - (BLUE) KS BOX,200,0,0,29800,0,0,5,0,0,387400
Japan,Tokyo - Narita,JTI,MEVIUS,126172,MEVIUS - E-SERIES OPTION PURPLE 5 MENTHOL KS BOX C,200,0,0,646400,0,0,1,0,0,12604832.32
China,Wuxi Shuofang,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,0,3394,6590,0,9,6,0,1951.55,3789.25
Caribbean Other,Kralendijk (Bonaire),PMI,MARLBORO,125084,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU WHITE - GENERIC DF-ENG TXT,200,0,24961,240976,0,1,9,0,4492.98,43375.68
United Arab Emirates,Abu Dhabi,PMI,L&M,123645,L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,0,73400,0,0,2,0,0,35055.45,0
China,Sanya Fenghuang,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,0,4420,1560,0,6,2,0,2652,936
Turkey,Eskisehir Airport,IMPERIAL BRANDS,DAVIDOFF,45962,DAVIDOFF - GOLD 90's OCTAGONAL PACK,600,0,0,1800,0,0,1,0,0,216
Gabon,Gabon,BAT,DUNHILL,54380,DUNHILL - FINE CUT (BLUE) 100's BOX,200,400,0,0,2,0,0,,0,0
Morocco,Rabat,PMI,L&M,157067,L&M - DOUBLE FORWARD MENTHOL KS RCB C WHITE - GENERIC DF-ENG TXT,200,0,0,95000,0,0,4,0,0,10105
South Korea,Cheongju,KT & G,ESSE,54317,ESSE - SOON 0.5 100's BOX SUPERSLIMS,200,0,134400,246800,0,12,11,0,20160,37020
Denmark,Faroe Islands,PMI,L&M,120953,L&M - BLUE LABEL (NON TRAVEL) KS RCB - ENGLISH GHW TPD2 DF - IDM DENMARK,200,10000,0,0,1,0,0,104750,0,0
Morocco,Tangier,IMPERIAL BRANDS,NEWS,40461,NEWS,200,0,17400,26400,0,9,12,0,2088,3168
Morocco,Tangier,PMI,MARLBORO,123412,MARLBORO - DOUBLE MIX MIX KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,0,61000,204400,0,5,10,0,11312,37813.27
Ethiopia,Addis Ababa,PMI,MARLBORO,142119,MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,0,0,252000,0,0,3,0,0,32130
China,Shandong,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,0,201,0,0,4,0,0,115.575,0
China,Yingsheng,PMI,MARLBORO,105696,MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 SHENZEN DF (SZ),200,0,103800,0,0,2,0,0,114180,0
Greece,Kos,PMI,L&M,125727,L&M - BLUE LABEL (5.0 CWB) KS RCB TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GREECE,200,0,240000,274000,0,8,8,0,45450.5,49666
Russia,Ufa,IMPERIAL BRANDS,DAVIDOFF,48007,DAVIDOFF - SLIMS LIGHTS 100's OCTAGONAL PACK SLIMS,200,140,0,0,1,0,0,17.5,0,0
Great Britain,Liverpool,IMPERIAL BRANDS,LAMBERT & BUTLER,45979,LAMBERT & BUTLER - GOLD KS BOX,400,0,400,0,0,1,0,0,82,0
Ethiopia,Addis Ababa,JTI,SALEM,49692,SALEM - KS SOFT,200,2200,0,0,1,0,0,,0,0
Japan,Hiroshima,PMI,MARLBORO,118652,MARLBORO - FUSION BLAST 5 MENTHOL KS BOX C WHITE - JAPAN DF,200,0,0,9200,0,0,5,0,0,201020
Turkey,Denizli Cardak Airport,P.T. DJARUM,DJARUM,54694,DJARUM - BLACK KS BOX,200,0,0,600,0,0,2,0,0,78
Norway,Oslo,JTI,SALEM,44768,SALEM - MENTHOL KS BOX,200,600,0,0,1,0,0,1587,0,0
Ghana,Accra,BAT,VOGUE,68664,VOGUE - (BLUE) 100's L-STICK ROUND CORNER BOX SUPERSLIMS,600,0,0,28200,0,0,3,0,0,3161.17
Brazil,Porto Alegre,PMI,MARLBORO,125084,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU WHITE - GENERIC DF-ENG TXT,200,0,4600,2600,0,7,2,0,736,416
India,Anna,PMI,MARLBORO,123514,MARLBORO - WHITE (3.5) KS RCS WHITE - GENERIC DF-ENG TXT,200,0,989,0,0,1,0,0,168.13,0
Kaliningrad,Hrabrovo,BAT,KENT,57194,KENT - HD INFINA KS RCB,200,40,0,0,2,0,0,3,0,0
Bolivia,Santa Cruz Viru Viru,PMI,MARLBORO,95487,MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C JUMBO WHITE - LA&CANADA DF-ENG TXT,200,10000,0,0,2,0,0,1450,0,0
Turkey,Antalya Gazipasa Airport,PMI,PARLIAMENT,137661,PARLIAMENT - SILVER BLUE KS RCS WHITE - TURKEY DF,200,0,3000,0,0,5,0,0,703.5,0
South Africa,Durban,JTI,CAMEL,67982,CAMEL - ACTIVATE KS BOX C,200,0,0,22000,0,0,9,0,0,
Turkey,Eskisehir Airport,PMI,L&M,122596,L&M - RED LABEL (5.0 CWB) KS RCB 600 - TURKEY DF,600,0,0,2400,0,0,1,0,0,246
Tunisia,Monastir,BAT,ROTHMANS,108535,ROTHMANS - DEMI KS RCB SLIMS,200,0,0,9400,0,0,2,0,0,1363
Great Britain,Bournemouth,IMPERIAL BRANDS,REGAL,44605,REGAL - KS BOX,400,0,0,400,0,0,1,0,0,113
Morocco,Essaouira,JTI,WINSTON,45184,WINSTON - KS SOFT,600,0,0,2815,0,0,2,0,0,434.464216667
China,Chongqing Jiangbei,PMI,PARLIAMENT,105617,PARLIAMENT - AQUA BLUE KS RCB JUMBO RC WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,50,0,0,1,0,0,32.5025,0,0
Turkey,Dalaman Airport,PMI,MARLBORO,124776,MARLBORO - TOUCH GRAY KS DSP SLIMS WHITE - TURKEY DF,200,0,0,18600,0,0,7,0,0,4454.7
Tanzania,Zanzibar,PMI,MARLBORO,139307,MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,0,0,1027200,0,0,4,0,0,124548
Turkey,Eskisehir Airport,PMI,MARLBORO,124801,MARLBORO - TOUCH BLUE KS DSP SLIMS WHITE - TURKEY DF,200,0,0,4400,0,0,1,0,0,550
Colombia,Bogota,R.J. REYNOLDS,NATURAL AMERICAN SPIRIT,49916,NATURAL AMERICAN SPIRIT - (YELLOW) KS SOFT,200,0,3800,0,0,2,0,0,2886031.68,0
Greece,Chania,JTI,STERLING,99392,STERLING - DUAL KS BOX C,1,0,321,0,0,1,0,0,54.57,0
Italy,Rome Fiumicino,BAT,VOGUE,51103,VOGUE - LILAS 100's BOX SUPERSLIMS,200,0,200,0,0,1,0,0,47.2,0
Jordan,Amman,PMI,MARLBORO,148389,MARLBORO - GOLD (3.5) KS RCS (PROMO) WHITE - GENERIC DF-ENG TXT - IDM JORDAN,200,0,0,324400,0,0,2,0,0,54337
Turkey,Eskisehir Airport,PMI,MARLBORO,141876,MARLBORO - SOL SHUFFLE MENTHOL KS RCB 600 (PROMO) C MUL SPECIAL OUTER WHITE - TURKEY DF,600,0,0,3600,0,0,2,0,0,450
Aruba,Oranjestad,PMI,L&M,90249,L&M - RED LABEL KS RCB - LA&CANADA DF-ENG TXT,200,7600,0,0,1,0,0,1254,0,0
Norway,Bergen,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,100,0,0,100,0,0,1,0,0,344.5
China,Changchun Longjia,PMI,MARLBORO,114873,MARLBORO - DRY MENTHOL 8 (2.5) MENTHOL KS BOX C JUMBO WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,100,0,0,1,0,0,97.02,0,0
Turkey,Adana Airport,BAT,KENT,106878,KENT - SPARK NAVY BLUE KS RCB,200,1800,1600,3400,1,2,6,281.61,241.46,524.72
Turkey,Antalya Gazipasa Airport,IMPERIAL BRANDS,DAVIDOFF,128980,DAVIDOFF - EVOLVE POLAR CRUSH MENTHOL KS ROUND CORNER BOX RE-SEAL C,600,0,0,12600,0,0,5,0,0,9075
Bulgaria,Sofia,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,400,0,0,305600,0,0,6,0,0,41256
Vietnam,Haiphong,PMI,MARLBORO,95587,MARLBORO - (RED FWD) KS BOX - INDOCHINA DF,200,0,55200,44800,0,3,3,0,6624,5376
Macedonia,Ohrid,PMI,MARLBORO,125841,MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,0,160400,134800,0,12,12,0,27208,22916
United Arab Emirates,Abu Dhabi,BAT,DUNHILL,53297,DUNHILL - (WHITE) KS BOX,200,0,24800,289200,0,2,12,0,15173.83,166408.89
China,Jinan Xiaoqiang,BAT,LUCKY STRIKE,46496,LUCKY STRIKE - MENTHOL KS BOX,200,0,3340,6352,0,11,12,0,2004,3811.2
